Area_SqFt,Bedrooms,Full_Bathrooms,Half_Bathrooms,Location,Year_Built,Garage_Area,Basement_Area,Luxury_Score,Price
1140,3,1,1,Standard,1973.0,363.01695886360153,0.0,12.0,409892.36744838435
2721,3,2,0,Suburbs,2009.0,542.732811711863,978.5358939433495,75.0,794758.5035330168
3158,3,2,0,Downtown,2022.0,0.0,0.0,37.0,1144957.772181169
2375,2,1,0,Suburbs,2017.0,405.0906827702445,0.0,68.0,569551.8564469623
1627,4,3,0,Suburbs,1960.0,150.0,0.0,,607722.5575745823
1869,3,1,0,Standard,1975.0,531.117112272679,1057.6157647922187,57.0,757423.5605153488
1941,3,2,1,Rural,1972.0,189.4499040924209,654.4357566545403,87.0,494889.9117343094
2624,1,1,1,Rural,2023.0,864.504327065808,760.1075485945682,,560908.1218842763
2193,5,4,0,Premium,2014.0,150.0,895.9090918772292,43.0,1645421.9751040712
2138,2,2,0,Downtown,2002.0,150.0,0.0,100.0,1100715.1225375575
1811,3,2,1,Standard,2000.0,446.5279775243056,1086.8281174615531,91.0,892170.9694353342
2793,3,2,1,Suburbs,1975.0,0.0,0.0,7.0,544140.6987911577
2891,4,4,0,Standard,1973.0,0.0,0.0,20.0,809075.52785174
2381,3,1,0,Standard,1978.0,347.67220042132,717.1236290968975,25.0,652465.8182162512
1532,4,4,0,Suburbs,2012.0,0.0,804.7750922569779,7.0,581160.5546251651
1725,1,1,1,Suburbs,,,0.0,34.0,480797.9258644536
2463,2,1,1,Downtown,2004.0,387.7086276412253,774.3789126008629,55.0,1014053.6403513765
2003,2,1,2,Suburbs,2018.0,531.5139983731397,0.0,14.0,550184.3700160721
2143,4,3,1,Standard,1988.0,186.68870088612601,888.9294902424558,3.0,767145.0427001925
2319,3,2,1,Standard,2023.0,0.0,809.0512541176104,28.0,771624.3747850062
3212,2,2,0,Premium,1999.0,0.0,1209.3878365635912,34.0,1477955.5946648025
2175,2,2,0,Standard,2021.0,326.31633780743306,0.0,61.0,674008.6607959969
2845,5,4,1,Rural,2004.0,541.1884595003378,1063.957193878418,72.0,647839.6034748774
2319,2,2,1,Suburbs,1987.0,0.0,1202.4113102319964,28.0,547658.7843796415
1613,4,4,0,Suburbs,1972.0,150.0,863.981390326493,76.0,652836.4170422711
3417,2,1,2,Premium,1995.0,0.0,0.0,30.0,1350947.3119236717
1573,2,2,0,Suburbs,1999.0,0.0,0.0,29.0,427016.82440858445
2685,5,2,2,Suburbs,2016.0,366.6408773380516,1184.314707763965,42.0,887386.8334815216
3343,3,1,0,Rural,1970.0,408.2845654721667,1327.0164539321565,54.0,544955.43412061
2783,3,2,0,Rural,2011.0,340.7980437009245,1037.0605148766754,38.0,502292.8609892489
2404,3,1,0,Standard,2023.0,0.0,0.0,73.0,813537.3172103694
2161,4,3,0,Suburbs,2019.0,451.7905764418433,887.69039554147,59.0,797290.0651775269
2002,2,2,0,Standard,1984.0,220.7974797975172,772.1259470056065,57.0,712567.6613912687
1396,1,1,1,Downtown,1998.0,528.1299472919225,329.1864115783343,50.0,689356.129916856
3423,3,1,1,Standard,2015.0,,1433.5442744031598,100.0,1250101.3353603892
2356,5,3,0,Standard,1978.0,528.5937256184523,864.1947364468891,81.0,1024369.5030847376
2021,4,3,0,Standard,1972.0,0.0,0.0,28.0,664566.5763137242
1993,3,1,1,Standard,2025.0,411.71735387251977,750.0150297829587,66.0,764325.1260493268
2396,4,3,0,Premium,2001.0,616.845256998713,0.0,99.0,267263.5602658338
2328,2,2,0,Suburbs,2006.0,275.030029947948,835.5626605532601,6.0,564354.8305662038
1854,4,3,0,Rural,1978.0,403.1262223206658,0.0,21.0,421234.3017212966
2174,3,2,1,Suburbs,1998.0,522.150972185181,0.0,49.0,589196.6923503882
3224,5,4,0,Suburbs,2010.0,272.1499482320335,0.0,15.0,809272.9039980918
2212,1,1,1,Standard,2015.0,213.4961893585969,860.9164660215681,72.0,777238.898603445
2069,3,2,1,Standard,1966.0,483.13817140397816,0.0,43.0,648815.6621976654
1535,4,2,0,Suburbs,1986.0,431.14410970238623,658.3622296661923,64.0,638444.9494942891
2091,5,2,0,Suburbs,1990.0,555.7981430979603,609.2963909622011,29.0,627998.286845409
2927,4,2,1,Standard,2024.0,207.1651609433334,0.0,24.0,831906.0534556039
1889,3,2,2,Standard,2019.0,150.0,1049.5287773316848,100.0,969278.9608724697
1146,3,2,1,Standard,1963.0,436.9828143245977,0.0,30.0,545398.7692917732
2967,3,2,1,Suburbs,1978.0,753.2067096616138,1042.042242177224,35.0,718363.8027361304
3035,2,1,1,Rural,1989.0,0.0,1500.2906041575711,41.0,493955.12555380334
2950,3,2,0,Downtown,1973.0,468.6507416790379,943.9952171802986,66.0,1262088.0448297674
2311,1,1,0,Standard,1982.0,495.9044265229945,0.0,60.0,561211.324577436
2150,4,3,1,Standard,2018.0,255.1192548617355,972.6907043202478,73.0,1018546.6485956052
1739,3,1,2,Standard,2012.0,393.29703978397157,481.61817136675825,36.0,682248.3340107129
1202,1,1,1,Suburbs,1967.0,534.7941800095728,450.5605228605757,27.0,357561.81354983844
965,2,2,0,Suburbs,2020.0,393.4681491881679,200.0,73.0,500727.226025998
1996,1,1,1,Standard,2013.0,571.1444398548113,550.465912129504,94.0,880524.7942803422
2730,4,3,0,Downtown,1984.0,554.3316162518416,1216.41298099804,48.0,1275792.560885566
2324,4,4,0,Suburbs,1962.0,0.0,748.6044016198382,72.0,757475.9342444558
3442,3,2,2,Suburbs,1962.0,606.7535832133824,1360.6767270369837,97.0,925308.9967253483
1078,1,1,1,Suburbs,1967.0,,333.8463534090428,57.0,339656.08952055883
3272,4,2,1,Standard,,621.653930954823,1058.9528960854736,87.0,1121112.9736986673
2462,2,1,2,Standard,1968.0,489.27359858270927,884.2350562128769,6.0,649381.5896646371
1243,2,2,0,Suburbs,1993.0,553.6527684789949,0.0,34.0,473002.2943615095
2057,3,1,1,Premium,,266.6121756293623,865.8071624274461,94.0,1473983.2796978897
2474,2,2,1,Premium,2005.0,448.27527850341556,1152.9970286286568,22.0,1393130.2988200851
2772,3,2,0,Suburbs,2001.0,304.4461585190709,922.8146780261677,69.0,795641.6506744071
2186,3,2,1,Suburbs,1987.0,219.27784885938175,1019.8227526677487,38.0,647096.8847659838
2073,2,1,0,Suburbs,1981.0,247.41319460697378,874.9854805405508,90.0,609190.3222266119
2659,1,1,1,Premium,2009.0,369.28221135913964,1307.9669812011039,79.0,1597431.9992228814
3854,3,2,1,Suburbs,2009.0,253.9200769460115,1613.7656816803594,44.0,917305.6407060286
1494,2,2,1,Suburbs,2025.0,308.7769672569386,0.0,85.0,617149.6662292824
2273,2,1,0,Suburbs,1990.0,528.7995158616362,1347.985030360889,63.0,619145.5409774551
967,3,1,1,Suburbs,2020.0,522.6227471155479,0.0,86.0,577183.4049937733
3122,1,1,0,Premium,2019.0,590.2537917244101,1189.2251753427674,45.0,1567311.7385389023
2302,2,1,2,Rural,1992.0,279.3598117825874,674.7047883645498,22.0,382726.6677604926
1828,3,2,2,Standard,2002.0,0.0,1063.7742197128116,45.0,793019.613211212
2842,2,2,1,Rural,2006.0,224.8904529898582,1218.761759929919,69.0,553793.4975908959
1290,3,2,2,Suburbs,1975.0,358.77514329141593,679.8842414410542,56.0,611065.6370776821
2432,2,1,1,Premium,1997.0,422.2304452941847,570.8141471062853,17.0,1132167.2757186994
833,3,2,0,Standard,1979.0,304.36302131836965,374.7056555726846,47.0,481545.51389281335
2406,3,2,0,Downtown,1963.0,0.0,747.8219768570166,9.0,793330.9425114441
3162,3,2,0,Standard,2001.0,245.7898281303834,1539.662324130848,55.0,984346.7637133808
2586,3,2,2,Standard,1995.0,218.5052456999236,0.0,44.0,799142.8239145441
2146,4,3,1,Rural,1983.0,0.0,1097.0788872795745,18.0,412749.8777739766
1875,2,2,0,Premium,1971.0,435.1291227247308,952.5781148074745,39.0,1127103.3762079875
1555,1,1,0,Suburbs,1994.0,404.27034106576156,499.1736382266418,,421290.9018260063
2555,3,1,1,Standard,2007.0,0.0,1172.938750061716,2.0,675276.5822843524
2124,4,3,1,Rural,1966.0,254.67638289475084,1038.3200105589199,51.0,511989.1323970288
1497,2,1,0,Suburbs,2025.0,695.4485027426643,0.0,1.0,428999.12275310117
2466,3,1,1,Standard,1961.0,536.6893424556736,1089.012668602714,65.0,835379.7502662992
2589,4,3,0,Premium,2021.0,295.17007293370096,970.7134836503028,76.0,1850054.5812421464
2931,4,2,0,Standard,1977.0,447.2964440155887,1066.2923363414636,3.0,845635.1721515553
2612,3,1,0,Suburbs,2025.0,350.17034257871,1362.3385936452287,46.0,698383.4303529357
2326,2,2,0,Standard,1997.0,235.9347399661737,782.7170590394244,10.0,632628.1748354705
2513,5,3,1,Suburbs,2005.0,343.4836795393217,696.0090444153918,71.0,847585.5219240302
2127,2,2,1,Standard,1972.0,0.0,995.4320225309906,27.0,641890.0731655572
2863,2,1,2,Rural,1994.0,459.9376829811639,1397.7251704698097,32.0,521473.856667106
2680,2,2,0,Standard,1977.0,151.89467496089466,1248.4515019216153,72.0,908919.5111287967
1887,1,1,1,Suburbs,2017.0,220.94322186335836,720.8539025428958,,589004.479250832
2340,4,3,1,Downtown,2002.0,,1042.127032748902,2.0,1140931.7590106782
1897,2,1,2,Premium,1998.0,370.37059937962476,524.3176784332514,68.0,1205672.2514260851
2598,4,3,1,Standard,2018.0,,853.3350823516746,88.0,1053508.3656609359
2489,2,2,2,Suburbs,2021.0,0.0,0.0,41.0,619122.8771819506
2295,4,2,1,Suburbs,1976.0,545.6632507573304,920.5225668704485,24.0,672014.9398185533
3617,1,1,1,Standard,1964.0,698.1301241535051,1534.8959594774435,26.0,815223.4396358943
2073,3,2,1,Rural,1986.0,522.3780265117774,1040.1801435194727,94.0,568277.4641952541
3409,3,2,1,Suburbs,1989.0,351.0373560777857,1041.1263763819034,98.0,951668.2824636191
1797,4,3,0,Suburbs,2025.0,347.21893055702265,663.629457072451,,725339.9268357686
2182,4,3,0,Standard,1968.0,258.4597426121004,0.0,65.0,793538.422082957
2357,3,1,0,Suburbs,2000.0,408.43680063597685,956.2375350987999,68.0,736775.9588727108
2980,4,3,0,Suburbs,2005.0,150.0,0.0,4.0,745516.116000321
2194,3,2,1,Premium,1971.0,568.0194109496566,0.0,2.0,1038166.7835299743
3037,2,1,0,Standard,1981.0,309.9329551616988,997.4152366998892,55.0,836821.5715256013
3378,3,1,0,Suburbs,2010.0,406.20786434606714,1192.343630572993,95.0,885296.3043030922
2808,5,2,2,Suburbs,1969.0,0.0,0.0,16.0,648133.3131404769
2455,3,1,1,Standard,1998.0,346.76179694511495,0.0,47.0,703058.1403563153
1577,2,1,1,Suburbs,1984.0,617.0506926377591,648.7421138238634,70.0,596632.1940700926
3014,3,2,1,Premium,,384.28419824776984,848.2021980378416,12.0,1483440.290738816
2506,2,2,0,Standard,2019.0,224.15762546455707,1270.8070661951458,8.0,721793.3199403494
1048,2,2,0,Suburbs,2000.0,0.0,379.59455608051957,24.0,428901.71843370434
2402,2,2,1,Suburbs,2007.0,372.98460979729634,810.4512870625624,80.0,737742.8102259033
2031,2,2,0,Standard,1979.0,535.3488641695578,0.0,1.0,500627.13053465326
1367,3,2,1,Premium,2016.0,0.0,375.18259013088436,100.0,1338243.3267981776
2038,2,2,0,Suburbs,2006.0,199.55021661768325,0.0,52.0,531167.1994266143
1577,2,1,1,Rural,2018.0,0.0,346.0564362592131,6.0,222231.66657197263
2322,2,1,0,Standard,1961.0,234.9975036888006,783.5991793507998,12.0,562414.5034474495
2687,3,2,0,Standard,2019.0,335.98202936148624,0.0,95.0,905919.9901066315
1874,4,3,1,Downtown,2002.0,629.921969848513,0.0,4.0,903355.6778548348
1068,4,2,1,Rural,1969.0,338.9452259580911,0.0,21.0,280726.94317669637
1134,2,2,0,Standard,1966.0,402.81665850819206,539.8664372706094,14.0,409532.0271820731
1767,3,2,0,Standard,1974.0,670.9423444573898,636.5024469592605,71.0,809269.7802960125
1975,3,1,0,Suburbs,1961.0,365.66797552630874,0.0,,491908.42348405824
2291,3,1,1,Standard,2014.0,355.7198120345956,0.0,90.0,831095.6879576183
2224,3,1,1,Premium,1996.0,338.72507227656905,1018.5065374626095,52.0,1352601.3256320027
2186,2,2,0,Suburbs,1964.0,237.03835699665728,852.1774571854569,7.0,487603.62710413366
2646,2,2,2,Rural,2017.0,433.0217785526912,1429.2861801033282,28.0,564947.8052482744
2254,3,2,0,Rural,1992.0,0.0,727.3582041933976,63.0,477690.4767407488
1779,1,1,0,Premium,1999.0,301.2829760362458,1023.6733635009763,95.0,1313636.9382034868
3056,3,2,0,Rural,1983.0,457.71258006502046,1148.2038581069319,17.0,506145.07022146444
2771,3,2,1,Rural,1961.0,547.6983697206415,776.4529277236859,17.0,428871.53565880685
2910,3,2,1,Standard,1971.0,264.19957487277213,1018.4481397017114,49.0,914815.1324794994
1243,1,1,0,Suburbs,1960.0,293.4576944273383,200.0,30.0,290034.9639266679
2335,3,1,1,Suburbs,1966.0,0.0,0.0,79.0,609530.2576884165
693,3,2,1,Suburbs,2002.0,,298.0010846297139,53.0,484014.9109196772
1439,3,1,0,Downtown,1984.0,358.56844281995114,930.0873086591805,10.0,660507.822437807
2168,3,2,0,Suburbs,1994.0,0.0,885.6124591093126,16.0,553791.9007474171
2533,4,3,1,Suburbs,1983.0,600.1723526115255,0.0,19.0,674184.3131719709
1767,4,3,1,Suburbs,2006.0,164.1586330413132,987.2725306900451,7.0,569058.4074470724
2448,2,2,0,Standard,1995.0,168.21563275019932,0.0,52.0,690873.4086294974
1427,1,1,1,Suburbs,1978.0,601.9720893334045,739.3605382521066,48.0,475721.65107208083
2177,2,2,0,Premium,1960.0,0.0,0.0,73.0,1155973.920020921
3417,2,2,1,Standard,1991.0,347.1674021653815,0.0,100.0,1042335.5877243298
1052,2,2,1,Standard,1997.0,150.0,750.9041806175946,16.0,460117.9400924031
3187,2,2,1,Rural,2014.0,150.0,0.0,94.0,605490.2781686366
2505,2,2,1,Suburbs,2010.0,464.40260704919064,0.0,20.0,567402.8031020565
2356,3,2,1,Rural,2014.0,278.1764304198899,0.0,53.0,506401.9176381948
2007,2,2,1,Suburbs,2014.0,491.52003176319016,777.2585585702731,66.0,664935.4120773756
3276,4,3,1,Standard,2014.0,396.4234347795825,1162.0814721811887,48.0,1078524.578361795
2535,4,4,0,Suburbs,1979.0,,1378.1773183118812,49.0,803232.0561130526
1859,3,2,0,Premium,1961.0,618.8228703784704,979.6636633972221,68.0,1357481.7841999212
2994,2,1,0,Suburbs,1991.0,507.3796944356721,0.0,21.0,628149.8716847604
2118,5,3,0,Standard,1967.0,388.4509503792493,834.346974314078,14.0,788218.3391823204
1458,1,1,1,Rural,1965.0,513.9869264764725,548.9234651452651,42.0,321176.5766269561
2486,2,1,0,Suburbs,1961.0,0.0,880.8823290030502,81.0,586393.0066008219
2453,4,4,1,Rural,2012.0,415.1420455434372,1057.913426341413,99.0,637033.4270299011
2794,4,2,1,Suburbs,1996.0,325.2515540586381,965.3162064245157,72.0,813261.4246451411
2950,2,1,1,Suburbs,1981.0,412.77938949561815,0.0,24.0,501941.0473067948
1564,2,2,1,Suburbs,1996.0,445.473074256441,519.4080705691482,18.0,451667.9402316528
2988,2,2,0,Downtown,1965.0,457.19037204519685,743.2893374688817,62.0,1147379.367976872
2272,2,2,0,Suburbs,1982.0,150.0,777.4253435413212,67.0,609418.9271344189
1220,2,2,0,Rural,1988.0,0.0,493.4309818444995,32.0,265844.2295020476
1771,4,3,0,Suburbs,1994.0,349.48854549281566,903.7965615323914,23.0,597277.6043679571
2077,2,2,1,Standard,1984.0,0.0,833.9967533444398,34.0,679248.0388890444
3167,3,2,1,Suburbs,2024.0,,1122.8960974227948,37.0,788139.1931962364
1838,3,2,1,Premium,1976.0,508.06853426141043,645.7806804268686,91.0,1477321.395108478
2481,3,2,0,Standard,1984.0,379.63065396144776,0.0,41.0,729002.5910926531
1397,2,1,0,Standard,1981.0,347.7537407433991,603.4060515170269,42.0,510842.25211195776
1147,2,2,0,Premium,2024.0,572.6251974526544,0.0,92.0,1238293.0847786455
3040,3,2,1,Suburbs,1993.0,542.9228165835182,1296.3451275452321,63.0,847857.6661686315
679,2,2,0,Downtown,1980.0,292.27935118559054,453.2622082423682,3.0,472998.28748900816
1771,2,2,1,Suburbs,1987.0,444.9280629124241,773.0787710131375,51.0,601396.2186882728
2628,2,1,0,Rural,2003.0,,804.432682749161,4.0,381426.32128895243
1726,3,1,0,Standard,1994.0,150.0,0.0,74.0,595058.8454969702
2875,4,3,0,Downtown,1975.0,518.9838576715148,1232.7718399355572,63.0,1399885.518806571
1137,1,1,2,Standard,1997.0,150.0,616.8102793450032,,558905.9153508374
1919,1,1,1,Suburbs,2019.0,0.0,841.4531069312379,47.0,545200.0212612895
2183,4,3,0,Rural,1996.0,703.6042804568885,0.0,2.0,445652.54307459877
600,4,2,1,Standard,2003.0,233.60387012530077,0.0,77.0,585095.6216601896
1371,3,1,0,Suburbs,1983.0,430.6000571616537,599.3081292799079,93.0,580307.427136414
2179,3,1,0,Rural,1964.0,338.64732282775907,0.0,2.0,308810.87792625645
1473,3,1,0,Standard,2013.0,218.601329833238,0.0,95.0,701735.3808717161
1910,3,1,0,Downtown,2013.0,175.32119878307992,0.0,36.0,800222.0387163856
3607,4,3,0,Suburbs,2010.0,0.0,0.0,83.0,859060.567748995
1753,2,1,0,Rural,1971.0,425.2038402639297,613.409845900236,81.0,343887.16331139003
1658,3,1,0,Downtown,1979.0,224.42276048066367,753.1050176320423,93.0,901069.1030746226
1688,4,3,1,Downtown,1992.0,432.22970641957977,474.2621442250171,12.0,888763.434534281
2336,4,3,1,Standard,1971.0,329.37544352443274,812.918150464773,35.0,830868.0567690661
1796,1,1,1,Rural,2001.0,,458.2576398816035,8.0,284833.19424229575
1947,3,2,0,Downtown,1983.0,0.0,0.0,78.0,964486.6448869263
1777,2,1,0,Premium,2016.0,362.97650042851643,438.9421897159672,44.0,1044865.2320138367
2165,4,4,1,Standard,1968.0,0.0,1265.568954725429,92.0,956137.3414205953
1874,3,2,2,Suburbs,1983.0,309.946495860464,256.8631752188874,93.0,653848.0102436999
2110,3,2,0,Suburbs,1993.0,311.6284681773416,864.4857328156018,5.0,530936.3841850762
1399,1,1,0,Rural,1962.0,563.8788122017629,767.5264658602232,92.0,368846.6662523159
1037,2,1,0,Standard,1995.0,0.0,0.0,29.0,340923.2391992413
3059,3,2,0,Suburbs,2023.0,,1488.352412567058,17.0,786914.6437040492
1517,4,3,2,Downtown,1989.0,376.42322501047477,200.0,23.0,975824.0384329275
2214,2,2,0,Standard,1997.0,598.7895404691083,879.8688677929472,16.0,748587.0992999725
2737,3,1,0,Suburbs,1979.0,174.63631035346725,0.0,91.0,700590.8797373611
2231,2,1,0,Downtown,1993.0,399.0907261339608,735.8113841455232,10.0,797422.75842848
2177,3,1,0,Rural,1988.0,0.0,1340.8678240308607,17.0,347868.8679722678
2635,3,2,1,Suburbs,2007.0,423.3627861746921,0.0,83.0,818689.3112070874
2846,3,2,1,Standard,1961.0,489.32429510829604,0.0,73.0,821962.5961073277
2370,4,3,1,Premium,1988.0,651.497620414204,830.962829480143,7.0,1484432.6957918014
2651,3,2,0,Standard,2001.0,407.703813820402,0.0,75.0,885675.0993781287
1546,4,3,0,Suburbs,2017.0,605.2283535622867,345.96708561575576,61.0,654800.4844166415
2528,2,2,1,Rural,2018.0,662.0484547263245,0.0,92.0,572053.0265994113
1931,2,2,0,Suburbs,1971.0,431.7688630278676,0.0,35.0,401480.1326573816
2167,2,2,1,Suburbs,1963.0,264.5194586656823,1078.0328087620073,67.0,624112.5366893681
2152,3,2,0,Suburbs,1988.0,0.0,970.9485383065096,38.0,593984.3306452784
2061,2,1,0,Standard,1993.0,230.06757799685903,379.32440861885726,58.0,592687.2160288063
2320,2,1,1,Suburbs,2017.0,337.1299309616643,1287.208841653237,19.0,603094.2720129411
3234,4,2,1,Standard,1969.0,273.24422324255863,1376.0441387130895,68.0,1051344.78993604
2018,2,2,1,Standard,1963.0,200.18065680536486,0.0,42.0,643477.8155471855
3426,3,2,1,Suburbs,1984.0,327.0261076681772,0.0,76.0,757277.780286672
3067,3,1,0,Downtown,1979.0,374.5160197498606,1143.6903457114713,94.0,1271604.728364011
1717,2,1,0,Standard,2013.0,434.32738121438615,659.0165726050154,43.0,554555.3444687275
2076,5,3,1,Standard,1980.0,,901.5339745677248,44.0,904988.1913160655
1518,3,1,0,Suburbs,1978.0,370.3707093563178,0.0,81.0,516992.0572491654
3032,3,2,0,Downtown,2001.0,287.15667673577974,0.0,62.0,1147048.2203925794
2690,3,2,0,Standard,1997.0,449.1728073723976,984.6664820190547,34.0,862620.8147915694
3532,1,1,2,Premium,1982.0,229.8808506282351,0.0,38.0,1317893.045348959
2457,5,3,0,Standard,1985.0,234.9854556133291,860.8851120453744,13.0,818482.3980599458
3732,3,2,0,Rural,1986.0,522.4905355536569,1492.1648286465738,68.0,656707.895645968
1761,3,2,2,Standard,2016.0,251.39537356956515,0.0,83.0,812017.0894166686
1736,4,3,1,Suburbs,1983.0,0.0,784.3817777662457,35.0,555020.6686730575
2526,2,2,1,Rural,1964.0,552.3014179406495,962.0083576904368,43.0,449807.71866373945
2261,2,1,0,Standard,1995.0,341.9420460649409,0.0,90.0,750565.4760978818
3004,2,1,1,Standard,2016.0,613.3892796684966,1316.5493858251011,55.0,953641.6799707154
3279,3,1,1,Rural,1964.0,150.0,1674.1780439881852,98.0,584434.6138823525
1742,3,2,0,Standard,2019.0,376.415992466332,0.0,90.0,756698.2649489507
1214,2,2,0,Suburbs,1997.0,359.45615235632573,328.15806244298733,32.0,404724.6465801527
1669,5,3,1,Suburbs,2025.0,481.2069058952858,541.4615348644849,75.0,760663.929123337
1408,4,3,0,Standard,2000.0,362.85826953378233,655.8560683580777,31.0,732337.1329376408
2446,4,4,1,Downtown,1965.0,817.4852713370993,1078.7432648468393,61.0,1347057.6039757554
2265,3,2,0,Standard,2003.0,498.52990949642526,871.9047702036607,71.0,865477.7191692266
3040,2,2,0,Premium,2008.0,215.21969678003796,0.0,91.0,1623831.921962357
2335,1,1,2,Premium,2011.0,399.49635699400284,779.3447829777605,66.0,1342927.6069491496
1829,4,3,0,Rural,1985.0,401.94459122076387,0.0,,415249.09063042153
2316,3,2,1,Suburbs,2019.0,648.4483761705336,0.0,20.0,657904.8934304747
2653,2,1,0,Suburbs,1997.0,307.993655729022,796.4811215973127,20.0,536155.2212396556
2868,4,4,1,Standard,1976.0,530.9753938572383,0.0,67.0,1009113.8107437165
2745,1,1,0,Premium,1999.0,469.06334019765836,1203.385706208213,50.0,1324533.5000859709
1785,4,3,0,Rural,2018.0,365.28729081925115,0.0,50.0,444034.47199937416
2034,2,2,0,Standard,2000.0,351.6907905282502,0.0,45.0,689060.9650151867
1796,4,3,0,Rural,,478.15058449073547,831.4510112515975,6.0,417301.8711165669
2759,2,1,0,Rural,1976.0,489.7138409166182,1109.6757352825919,82.0,483057.64612423483
1233,3,2,0,Suburbs,1982.0,189.28521674994988,841.5321327944573,15.0,499005.44786347786
3992,2,2,1,Suburbs,2006.0,245.79420113607046,1154.660094521889,35.0,899450.0350202785
1204,4,2,1,Downtown,1987.0,150.0,656.2849639894653,86.0,975543.226909053
2639,2,2,0,Premium,1967.0,,0.0,57.0,1173845.7277465507
1497,1,1,0,Rural,2008.0,0.0,736.5324590292832,17.0,290934.8028866974
2753,4,3,0,Suburbs,1968.0,250.98496013003265,1445.9769752845532,1.0,689912.9390817969
2475,3,2,0,Standard,2013.0,402.61213734973467,723.3135709100864,43.0,878444.00574503
2247,2,2,1,Premium,1987.0,536.8903471044615,1239.2215868203282,70.0,1496330.4487982024
2837,3,2,1,Downtown,1990.0,150.0,1021.227370549717,31.0,1152011.8303187354
2775,4,4,2,Suburbs,1974.0,298.5526204633956,900.8565452075343,80.0,918557.2637594007
3186,3,2,0,Suburbs,1989.0,340.99113430663965,1287.102652256092,26.0,786862.8535663091
2767,3,1,0,Premium,1966.0,664.0942051936738,969.8638214974691,26.0,1307938.0172803558
2543,5,3,1,Premium,1989.0,343.94186942643495,1319.1988648863862,23.0,1605598.5936162933
2325,1,1,0,Rural,2011.0,0.0,0.0,97.0,440920.0459314853
2473,4,3,2,Standard,1961.0,150.0,0.0,77.0,909528.5140035042
2611,1,1,1,Rural,2008.0,150.0,797.123574318709,51.0,472276.6514853983
2753,2,2,0,Standard,1984.0,504.29012503783554,824.4342392150797,66.0,872185.6426417014
2912,2,2,0,Rural,2007.0,0.0,1098.7273075012738,87.0,597217.4693955036
861,3,2,0,Standard,1972.0,0.0,0.0,26.0,348854.30685361056
2153,3,2,1,Suburbs,1965.0,165.93497982924532,820.4424861166498,7.0,527212.81776503
2783,2,2,0,Suburbs,2009.0,282.6719883996852,1282.9321904344447,8.0,667706.7248328829
1508,4,4,2,Standard,1989.0,285.9606400444781,533.682475411036,47.0,817091.1500641536
3803,3,2,0,Suburbs,1995.0,441.9717781453533,1802.1581683919517,82.0,985987.0501673279
1301,3,2,2,Premium,2024.0,426.59458197209625,0.0,14.0,1046158.6425295497
1750,2,2,1,Suburbs,1976.0,441.76881841711156,397.47424517449485,34.0,512033.84097062156
1713,1,1,1,Suburbs,1975.0,0.0,439.1615766607051,21.0,420906.69303091615
2317,5,3,1,Downtown,2001.0,0.0,691.6040392465782,62.0,1236591.6270796617
2019,3,2,1,Downtown,1970.0,231.11937592823136,944.453991132155,13.0,918453.8583762965
3305,1,1,1,Rural,1978.0,0.0,1036.9934986192654,50.0,431322.1449594607
1909,3,2,0,Downtown,2008.0,466.16239927906054,490.5891113859166,35.0,935933.6186947161
2975,5,3,0,Premium,2014.0,191.83703784978445,0.0,69.0,1788732.768686417
2333,4,3,0,Rural,1988.0,243.78530952031863,842.1982508557724,18.0,436794.3450477257
5142,3,1,1,Standard,2023.0,469.04917275722244,0.0,74.0,783403.0844325429
2200,3,2,0,Suburbs,1992.0,150.0,903.3753939837133,61.0,726478.9964895603
1414,4,2,0,Standard,1984.0,189.81189787003476,793.1820349609168,9.0,590400.1418985055
2714,3,2,0,Standard,1993.0,455.49688208211205,0.0,,839979.9674756067
1374,2,1,0,Suburbs,2001.0,150.0,493.47250413730865,78.0,446238.2692408509
2274,3,2,1,Rural,1978.0,566.4057354188928,624.5866449711349,11.0,352048.49659021443
3244,3,2,1,Standard,2004.0,270.8893017290345,1231.4893625266225,59.0,1029016.9526132545
1599,2,2,2,Suburbs,2004.0,444.2402102665204,835.7126517983071,94.0,643392.0641856593
1979,4,3,1,Suburbs,1972.0,0.0,827.1321992937978,74.0,715841.2366964077
2478,1,1,0,Standard,2024.0,565.32929781568,1032.9254560971297,3.0,687740.3127885518
1432,4,3,1,Standard,2000.0,0.0,0.0,31.0,607768.6810409161
2425,3,2,1,Standard,1992.0,0.0,983.7302914148568,51.0,2815082.8411238315
3285,3,2,2,Premium,1967.0,645.4157665894479,1369.4745903115763,87.0,1997758.9543799947
1234,3,2,0,Downtown,1985.0,419.58134386425377,592.4881846987213,37.0,821153.298085954
1377,4,4,0,Standard,2009.0,377.287589802036,803.50260856663,90.0,924355.5088790464
1747,2,2,1,Premium,1964.0,518.6730475546339,0.0,87.0,1208657.875964256
2011,2,2,0,Suburbs,2017.0,150.0,728.7194988165105,41.0,542490.5843638815
3573,1,1,0,Suburbs,1965.0,250.46993578646945,0.0,33.0,597657.4473508019
600,4,3,1,Rural,1985.0,227.60431339147573,200.0,45.0,381303.41896689864
1262,4,3,1,Suburbs,2020.0,514.9755650508368,200.0,86.0,728608.1956532141
2769,1,1,0,Premium,2001.0,478.0841193765805,0.0,32.0,1209396.626230854
1049,2,2,0,Standard,1997.0,421.23389003436915,200.0,76.0,611874.1536931262
